id,y
11109,10.320709
11110,277.6165
11111,52.5938
11112,71.33149
11113,89.82922
11114,87.12564
11115,125.580635
11116,66.49831
11117,12.618879
11118,33.07344
11119,66.157684
11120,347.80832
11121,47.880318
11122,280.68857
11123,24.63566
11124,199.48488
11125,23.20304
11126,66.34355
11127,16.041803
11128,58.75111
11129,100.51591
11130,26.124567
11131,47.01134
11132,14.050381
11133,40.613262
11134,105.87503
11135,11.243617
11136,52.06382
11137,27.942984
11138,52.492104
11139,31.097906
11140,488.73605
11141,42.04546
11142,39.488304
11143,12.602041
11144,37.133854
11145,757.7826
11146,397.41888
11147,93.78056
11148,30.187204
11149,51.51897
11150,59.343853
11151,19.368408
11152,11.261195
11153,71.73139
11154,617.50226
11155,64.85358
11156,1744.0507
11157,501.89905
11158,186.3734
11159,87.6224
11160,112.82258
11161,49.31699
11162,33.948757
11163,149.86261
11164,311.74225
11165,681.51794
11166,142.21744
11167,84.65631
11168,320.60803
11169,1838.918
11170,235.50197
11171,168.88022
11172,10.299968
11173,68.03913
11174,79.248436
11175,13.925517
11176,390.61154
11177,1064.1708
11178,12.676151
11179,157.65106
11180,467.65414
11181,675.78107
11182,80.57594
11183,28.742777
11184,19.115744
11185,37.551067
11186,98.0254
11187,18.482351
11188,43.828606
11189,25.970583
11190,86.96699
11191,64.42324
11192,115.59514
11193,93.8748
11194,83.73953
11195,83.648506
11196,113.262276
11197,600.17645
11198,40.45506
11199,1772.6877
11200,15.773947
11201,22.326721
11202,43.876217
11203,82.436935
11204,42.15814
11205,49.50396
11206,13.724387
11207,10.521379
11208,16.230066
11209,49.57249
11210,1516.4851
11211,153.19911
11212,23.664898
11213,144.12964
11214,155.22774
11215,1120.7406
11216,187.1709
11217,66.10012
11218,33.102287
11219,72.30217
11220,21.333702
11221,115.85978
11222,2012.5792
11223,25.296368
11224,55.512844
11225,43.244427
11226,381.25842
11227,55.317387
11228,58.710693
11229,46.667706
11230,25.329924
11231,69.48518
11232,98.32158
11233,621.1639
11234,16.896173
11235,225.54967
11236,501.4019
11237,28.03843
11238,582.027
11239,77.865524
11240,72.2304
11241,10.282989
11242,71.4465
11243,34.32486
11244,305.22864
11245,90.1547
11246,39.230736
11247,12.715041
11248,30.548275
11249,10.258871
11250,82.11592
11251,39.649704
11252,248.52318
11253,416.98608
11254,66.62908
11255,1650.7106
11256,213.68869
11257,170.32693
11258,378.6188
11259,12.643724
11260,328.10513
11261,183.205
11262,168.7787
11263,96.8319
11264,81.46083
11265,1214.726
11266,533.95734
11267,33.06817
11268,50.14352
11269,73.568596
11270,58.125828
11271,48.80089
11272,23.781418
11273,23.20304
11274,37.43141
11275,34.785107
11276,35.191845
11277,51.751713
11278,30.406675
11279,680.6849
11280,69.560905
11281,62.447765
11282,11.214688
11283,1611.8912
11284,74.40979
11285,43.622375
11286,77.553665
11287,83.67203
11288,1058.3271
11289,17.237015
11290,161.67497
11291,306.05563
11292,30.125303
11293,42.946156
11294,108.54246
11295,85.1636
11296,66.17167
11297,253.71481
11298,868.74646
11299,303.24023
11300,122.34915
11301,43.736614
11302,38.563774
11303,239.76099
11304,12.264205
11305,771.89185
11306,159.51135
11307,66.20326
11308,93.874245
11309,59.134636
11310,762.0467
11311,97.95112
11312,37.63989
11313,99.75117
11314,91.8676
11315,71.68061
11316,403.24945
11317,314.90918
11318,45.15613
11319,20.428333
11320,18.624163
11321,1083.2211
11322,20.040537
11323,296.7843
11324,64.0784
11325,276.21356
11326,99.7577
11327,28.637411
11328,40.047626
11329,3195.1755
11330,322.94962
11331,1954.0681
11332,68.26476
11333,247.18088
11334,1135.4243
11335,54.519623
11336,137.79012
11337,20.7414
11338,17.798897
11339,70.94209
11340,317.96735
11341,30.985033
11342,30.187204
11343,64.75117
11344,489.39325
11345,328.46814
11346,240.21529
11347,54.12855
11348,62.957226
11349,17.218224
11350,59.101486
11351,49.500572
11352,389.2597
11353,10.258871
11354,60.582016
11355,52.962624
11356,22.765003
11357,32.78787
11358,279.65512
11359,281.1027
11360,453.5187
11361,74.14433
11362,21.415527
11363,81.83806
11364,329.12823
11365,571.8312
11366,10.538958
11367,16.168167
11368,66.554886
11369,41.019478
11370,146.11407
11371,33.602966
11372,44.13074
11373,50.390404
11374,10.933723
11375,124.94274
11376,1138.0074
11377,27.552801
11378,74.04309
11379,268.08148
11380,278.68115
11381,36.90828
11382,1162.4258
11383,111.3226
11384,16.519625
11385,707.213
11386,121.25561
11387,317.3023
11388,122.52093
11389,634.49994
11390,95.26306
11391,47.250942
11392,69.635124
11393,59.15076
11394,17.987034
11395,181.4887
11396,112.430664
11397,33.06817
11398,102.57975
11399,2633.9297
11400,48.81156
11401,545.7805
11402,236.39581
11403,56.59715
11404,59.033195
11405,50.455166
11406,31.936394
11407,665.1515
11408,246.26158
11409,10.97121
11410,12.644538
11411,47.136024
11412,11.259007
11413,73.589516
11414,16.628603
11415,233.18967
11416,13.023951
11417,151.64493
11418,26.84602
11419,153.13194
11420,86.19278
11421,19.059475
11422,26.924746
11423,62.972088
11424,12.413419
11425,104.32149
11426,21.637424
11427,133.72449
11428,60.653355
11429,514.0921
11430,30.55538
11431,46.97996
11432,343.16116
11433,72.75782
11434,141.94997
11435,68.996796
11436,208.89185
11437,1768.8862
11438,63.966824
11439,63.88808
11440,10.258871
11441,21.8343
11442,33.661034
11443,768.1991
11444,10.459338
11445,789.12085
11446,10.933723
11447,51.083492
11448,32.152596
11449,41.283794
11450,10.258871
11451,39.708088
11452,27.981302
11453,66.13676
11454,80.45011
11455,79.20547
11456,34.08465
11457,51.083492
11458,58.79717
11459,540.2006
11460,87.15807
11461,155.37376
11462,398.34494
11463,57.77926
11464,26.647478
11465,30.339163
11466,103.15444
11467,10.281353
11468,18.66025
11469,10.359071
11470,48.66024
11471,104.550766
11472,77.73097
11473,43.01042
11474,185.6212
11475,20.896246
11476,12.049862
11477,1288.1154
11478,90.46808
11479,619.8218
11480,155.90343
11481,413.0145
11482,62.881966
11483,254.36133
11484,855.69214
11485,32.87101
11486,393.67432
11487,19.963646
11488,90.54856
11489,46.49166
11490,760.99536
11491,36.15735
11492,27.131567
11493,153.0099
11494,43.437656
11495,112.00486
11496,1841.1025
11497,26.790365
11498,566.7098
11499,77.218506
11500,83.648506
11501,55.675926
11502,55.848618
11503,106.70899
11504,67.85268
11505,33.102287
11506,983.14307
11507,51.209198
11508,66.541664
11509,19.603546
11510,561.5463
11511,32.419697
11512,28.103834
11513,333.47427
11514,41.113136
11515,12.480667
11516,321.3885
11517,79.79678
11518,77.69681
11519,121.751045
11520,75.103264
11521,10.334175
11522,642.6175
11523,46.222107
11524,26.779743
11525,10.361369
11526,105.31451
11527,511.50952
11528,11.509543
11529,58.72966
11530,72.320984
11531,12.933991
11532,82.75661
11533,393.46454
11534,19.195675
11535,318.87424
11536,127.9358
11537,2460.6868
11538,97.95461
11539,81.97574
11540,220.69833
11541,494.4277
11542,11.056749
11543,71.737366
11544,97.76728
11545,45.6275
11546,507.91583
11547,696.9789
11548,30.187204
11549,14.609952
11550,28.453104
11551,59.1095
11552,21.482397
11553,18.399723
11554,10.870898
11555,25.894
11556,37.563797
11557,54.256264
11558,60.608162
11559,275.48026
11560,50.569958
11561,112.595985
11562,38.860806
11563,62.7753
11564,73.48029
11565,31.843914
11566,12.478084
11567,58.840145
11568,640.0192
11569,13.724387
11570,143.43834
11571,408.21307
11572,103.45246
11573,13.066342
11574,51.198627
11575,14.816918
11576,384.4403
11577,664.2097
11578,953.8029
11579,73.7694
11580,248.39368
11581,584.25525
11582,40.460003
11583,315.68375
11584,30.286747
11585,59.046402
11586,42.33149
11587,26.085836
11588,202.83012
11589,444.1908
11590,974.8495
11591,10.870898
11592,12.618879
11593,10.3682165
11594,24.930721
11595,23.714851
11596,58.561436
11597,105.145355
11598,62.993656
11599,163.34204
11600,401.20367
11601,320.71808
11602,311.15823
11603,60.386658
11604,59.18914
11605,206.56538
11606,31.721838
11607,79.81392
11608,29.049856
11609,79.76035
11610,549.1136
11611,2346.4824
11612,20.375553
11613,77.38234
11614,33.26501
11615,313.9499
11616,122.39673
11617,15.907576
11618,769.8284
11619,116.22634
11620,446.04208
11621,52.08666
11622,358.4212
11623,121.34902
11624,54.28895
11625,1300.1481
11626,17.768366
11627,32.09616
11628,12.833218
11629,59.94299
11630,58.888344
11631,19.490585
11632,31.139353
11633,19.29693
11634,259.93887
11635,21.71468
11636,65.09224
11637,565.98596
11638,33.555656
11639,37.585186
11640,78.973076
11641,12.22321
11642,66.42259
11643,151.3002
11644,505.0383
11645,12.480667
11646,74.04309
11647,242.0823
11648,1471.7844
11649,196.08118
11650,651.87616
11651,25.49788
11652,64.42002
11653,60.316563
11654,34.8703
11655,26.035307
11656,54.28895
11657,26.578602
11658,10.431483
11659,194.96858
11660,39.13203
11661,49.818295
11662,72.29501
11663,77.364845
11664,23.011448
11665,96.78827
11666,79.755455
11667,191.6174
11668,36.24717
11669,77.962265
11670,51.00042
11671,84.33949
11672,1548.4636
11673,27.552801
11674,1037.5647
11675,985.1424
11676,39.350887
11677,40.17367
11678,72.27318
11679,26.020903
11680,239.01274
11681,100.43248
11682,190.09824
11683,55.092953
11684,56.59715
11685,324.6063
11686,29.005169
11687,39.74682
11688,48.33212
11689,13.829615
11690,567.8699
11691,25.712671
11692,55.290092
11693,12.467162
11694,80.791016
11695,1749.8073
11696,10.281353
11697,32.46135
11698,127.92922
11699,196.03207
11700,65.20977
11701,66.0408
11702,195.4406
11703,242.79486
11704,50.10224
11705,1151.7064
11706,504.11682
11707,10.639966
11708,72.355804
11709,911.982
11710,53.37848
11711,665.5051
11712,426.31665
11713,3170.0264
11714,10.376233
11715,22.179775
11716,259.60934
11717,29.47589
11718,59.100018
11719,42.886734
11720,2486.6208
11721,127.93246
11722,590.75073
11723,221.11006
11724,59.96924
11725,760.04297
11726,113.247314
11727,98.06043
11728,1177.7119
11729,137.11081
11730,71.49836
11731,46.355972
11732,166.89833
11733,211.48924
11734,76.67652
11735,69.635124
11736,14.198013
11737,10.369549
11738,38.563774
11739,98.4547
11740,39.622826
11741,144.69257
11742,48.850727
11743,674.571
11744,16.634617
11745,79.494156
11746,64.02075
11747,19.9856
11748,313.74326
11749,12.212289
11750,43.92684
11751,75.90407
11752,1938.8713
11753,27.4909
11754,43.847385
11755,97.83074
11756,200.63153
11757,63.006992
11758,39.359516
11759,224.52365
11760,64.0784
11761,358.35736
11762,31.843914
11763,84.65598
11764,80.49922
11765,28.094929
11766,34.303345
11767,12.551768
11768,27.638552
11769,262.23288
11770,12.622553
11771,38.58235
11772,105.98884
11773,106.041016
11774,49.65823
11775,39.645954
11776,775.76575
11777,200.53108
11778,456.44867
11779,681.1964
11780,93.58488
11781,18.681604
11782,103.03048
11783,66.246124
11784,51.58011
11785,111.67874
11786,134.99965
11787,998.87366
11788,24.145344
11789,152.0521
11790,163.51491
11791,44.057365
11792,17.218224
11793,101.890396
11794,52.58124
11795,46.624554
11796,46.667706
11797,361.67505
11798,116.78924
11799,43.13583
11800,49.304424
11801,17.331276
11802,21.83463
11803,71.87026
11804,170.6836
11805,640.058
11806,521.49097
11807,265.66403
11808,13.743181
11809,142.62244
11810,25.49788
11811,78.56467
11812,552.3669
11813,34.78261
11814,36.612804
11815,49.85015
11816,136.17937
11817,10.50316
11818,65.25729
11819,32.562252
11820,72.15379
11821,14.348323
11822,168.2017
11823,329.2389
11824,181.62666
11825,65.3623
11826,62.450695
11827,37.916565
11828,310.8038
11829,285.0058
11830,46.612644
11831,160.827
11832,199.58728
11833,34.303345
11834,120.54996
11835,66.325165
11836,38.207615
11837,262.08252
11838,85.22794
11839,60.942726
11840,546.9201
11841,683.26526
11842,25.49788
11843,858.8109
11844,45.809097
11845,96.47383
11846,194.65125
11847,122.41936
11848,35.910637
11849,20.264639
11850,10.406749
11851,4102.152
11852,34.0374
11853,49.7863
11854,91.626
11855,221.32272
11856,49.19862
11857,46.096905
11858,98.0254
11859,334.2867
11860,572.5389
11861,748.0287
11862,252.9313
11863,62.859737
11864,87.067116
11865,226.47498
11866,99.23461
11867,24.554588
11868,558.5375
11869,26.897282
11870,110.04898
11871,40.95639
11872,38.250942
11873,39.94968
11874,12.404136
11875,253.12778
11876,102.39427
11877,2763.9597
11878,3009.3071
11879,768.0183
11880,523.71
11881,25.025364
11882,11.715947
11883,164.2912
11884,129.44589
11885,45.6275
11886,44.30768
11887,196.24838
11888,96.15356
11889,62.469406
11890,147.081
11891,1461.6882
11892,77.958275
11893,51.051678
11894,42.33149
11895,20.174467
11896,322.61453
11897,38.563774
11898,1160.9958
11899,13.785586
11900,783.5378
11901,16.37322
11902,231.76683
11903,509.4314
11904,16.026604
11905,990.30963
11906,100.8345
11907,26.415457
11908,843.54736
11909,319.364
11910,431.1865
11911,242.12466
11912,41.349808
11913,11.989874
11914,48.916424
11915,18.5765
11916,446.77615
11917,27.179548
11918,1329.0474
11919,13.329985
11920,37.25097
11921,66.23142
11922,130.46848
11923,21.143618
11924,19.566265
11925,686.7798
11926,45.84218
11927,210.79611
11928,15.821142
11929,64.844124
11930,39.33484
11931,58.75708
11932,320.5655
11933,18.624163
11934,87.06207
11935,25.280174
11936,2454.7234
11937,940.64526
11938,29.934956
11939,30.057226
11940,445.62686
11941,159.51039
11942,118.005745
11943,149.95544
11944,54.799877
11945,1350.1964
11946,136.16684
11947,17.987034
11948,99.18183
11949,322.22983
11950,224.68866
11951,44.057365
11952,19.274977
11953,77.89136
11954,72.206764
11955,762.0452
11956,218.7251
11957,29.137695
11958,1257.7715
11959,424.23276
11960,3703.841
11961,121.53565
11962,66.246124
11963,66.325165
11964,28.377789
11965,27.981302
11966,59.00267
11967,127.76497
11968,92.53485
11969,103.54262
11970,137.50737
11971,51.108337
11972,46.377144
11973,71.4411
11974,99.52927
11975,69.056366
11976,230.33603
11977,64.18243
11978,53.06552
11979,94.89288
11980,24.347395
11981,36.075523
11982,12.910384
11983,179.82068
11984,14.44852
11985,38.661148
11986,197.26501
11987,37.467686
11988,21.193928
11989,530.09937
11990,297.35907
11991,592.2407
11992,42.677086
11993,52.983383
11994,91.23418
11995,236.67894
11996,46.72758
11997,33.904335
11998,165.1024
11999,3448.2517
12000,689.15485
12001,2555.6565
12002,50.574802
12003,627.05347
12004,67.66924
12005,109.039375
12006,46.637318
12007,98.09519
12008,55.12294
12009,485.11163
12010,236.81535
12011,71.061295
12012,62.447765
12013,87.63406
12014,79.494156
12015,49.436302
12016,227.52818
12017,450.96133
12018,81.573784
12019,103.24945
12020,58.51397
12021,173.50523
12022,31.843914
12023,20.88826
12024,71.16387
12025,75.20851
12026,62.319286
12027,62.957226
12028,33.154953
12029,10.334175
12030,551.88074
12031,99.632324
12032,203.64983
12033,173.42471
12034,1791.0947
12035,209.46906
12036,41.349163
12037,40.704556
12038,21.482397
12039,17.987034
12040,593.06335
12041,279.41953
12042,30.174768
12043,53.249657
12044,40.13182
12045,59.581333
12046,1033.2622
12047,16.10862
12048,73.53818
12049,62.513462
12050,77.410774
12051,1233.945
12052,1307.5314
12053,55.060616
12054,60.652084
12055,316.2526
12056,34.988518
12057,104.57216
12058,62.502556
12059,21.202692
12060,65.884705
12061,108.62524
12062,63.103004
12063,34.823612
12064,29.713102
12065,3278.19
12066,66.30739
12067,56.859158
12068,33.914642
12069,43.244427
12070,64.0784
12071,100.666695
12072,44.13119
12073,19.645567
12074,10.320709
12075,12.71874
12076,255.8038
12077,393.84036
12078,463.46808
12079,36.368732
12080,143.69054
12081,85.64012
12082,96.57719
12083,60.712646
12084,79.76035
12085,42.16481
12086,853.81274
12087,51.350636
12088,2574.448
12089,32.009377
12090,698.97595
12091,136.7699
12092,2166.853
12093,807.7728
12094,44.65988
12095,99.0607
12096,10.320709
12097,72.29793
12098,284.46698
12099,55.895824
12100,1353.4722
12101,17.609491
12102,468.17117
12103,29.510025
12104,391.49088
12105,52.228683
12106,127.50715
12107,54.817783
12108,51.53217
12109,886.1735
12110,233.42706
12111,64.325806
12112,72.01508
12113,24.554588
12114,56.49724
12115,278.321
12116,32.09616
12117,78.69999
12118,70.42413
12119,55.079357
12120,44.065273
12121,287.32703
12122,41.3722
12123,158.23361
12124,69.75086
12125,91.7476
12126,317.01825
12127,39.141354
12128,205.6791
12129,15.907576
12130,23.885382
12131,65.017365
12132,18.38978
12133,34.374924
12134,38.896534
12135,58.708447
12136,418.01688
12137,634.852
12138,10.924693
12139,120.30966
12140,82.58767
12141,893.0684
12142,331.74973
12143,101.84186
12144,44.03291
12145,13.672205
12146,170.0235
12147,503.59424
12148,105.69803
12149,81.994736
12150,713.20886
12151,54.96614
12152,81.64443
12153,100.55161
12154,426.0448
12155,330.58456
12156,46.435543
12157,69.06141
12158,14.68782
12159,46.879723
12160,925.42755
12161,757.9613
12162,280.8587
12163,67.580215
12164,17.539589
12165,87.21954
12166,51.159412
12167,34.0275
12168,124.4237
12169,41.599586
12170,10.258871
12171,260.56378
12172,21.482397
12173,171.38954
12174,15.907576
12175,15.907576
12176,2097.5032
12177,46.301426
12178,160.20535
12179,71.66678
12180,49.639053
12181,563.3142
12182,74.14128
12183,51.267605
